"Control-08_tmm"	"Control-09_tmm"	"Control-10_tmm"	"Control-11_tmm"	"Control-12_tmm"	"Control-18_tmm"	"Control-19_tmm"	"Control-20_tmm"	"Lepto-01_tmm"	"Lepto-03_tmm"	"Lepto-04_tmm"	"Lepto-05_tmm"	"Lepto-13_tmm"	"Lepto-14_tmm"	"Lepto-15_tmm"	"Lepto-17_tmm"	"logFC"	"FC"	"PValue"	"FDR"	"ave_Control"	"ave_Lepto"	"direction"	"candidate"	"Acc"
1312.81561938693	627.917806681695	872.914964986224	792.700578324038	400.32607791463	403.966488664859	1204.26615817285	853.579333790281	497.041836595396	314.37884897381	500.273983971569	1110.33110632048	1104.2049055966	746.653198641367	1512.76395999644	1837.21361895627	0.236275475993838	1.17846127326955	0.534795321494996	0.614738952027753	808.560878490188	952.857682381492	"up"	"no"	"XP_027454972.1_family"
428.921762125494	176.240734083973	208.103696035593	110.370288418186	55.0512870359611	78.0970887177173	374.192110416947	19.4636719596461	189.947232085545	81.9844540954771	152.810380519062	350.470477292375	309.633094679693	192.56249917397	543.074417230472	669.960212448831	0.778587558821909	1.71702495153265	0.138829499393625	0.189544765498643	181.30507984919	311.305345940678	"up"	"no"	"XP_027474404.1 (+1)"
232.635532000268	104.973989153842	329.764318333325	133.049114805484	132.467159430281	160.842813668632	330.975556819497	442.798537081949	131.929876678663	158.29306136896	283.219239286639	135.447527455991	170.895417241611	220.973359707835	232.315167370813	299.959458755499	-0.194747285255537	-1.14358184919696	0.571110158828762	0.649783497034765	233.43837766166	204.129138483251	"down"	"no"	"XP_027471018.1"
341.683437625394	145.326375810227	235.157176520221	134.561036564637	64.5132269952669	69.7295434979618	158.109342429696	197.556270390408	133.519393265153	56.7584682199457	89.6060870059424	229.414249628584	212.976116755943	158.62730464741	254.943268088749	330.412195684992	0.121078813022478	1.08882922857973	0.76007195700841	0.820268352291219	168.329551229226	183.28213541209	"up"	"no"	"XP_027439418.1"
158.72528485435	98.2325403090996	27.2135602508084	37.7980439788307	18.0637035586747	37.1890898655796	51.6490518603674	108.996562974018	100.93430324211	66.21821292327	120.808206588369	284.43980765758	155.275943622754	99.4380118685257	438.985153927965	557.28508580971	1.75526133685573	3.39002371586481	0.000599639551975293	0.0014378453773171	67.233479706466	227.923090705035	"up"	"high"	"XP_027439774.1"
138.127347125159	100.158668550454	134.46700359223	36.2861222196775	20.6442326384854	65.0809072647644	59.0274878404199	146.950723295328	170.078274754421	249.106610520873	436.029619805702	259.889943306182	75.3409903968393	339.351945265604	448.03639421514	359.34229576801	1.7369027677644	3.33528521383955	4.51266616984017e-05	0.000139123210489543	87.5928115658148	292.147009254096	"up"	"high"	"XP_027452391.1"
102.989688645952	143.49655398094	57.6287158252413	87.6914620308873	51.6105815962135	55.7836347983695	33.7299930516685	51.5787306930622	210.610947709914	110.36368820545	271.218424062629	243.805549420783	241.642444809375	209.135501152058	381.660632109193	409.589311701672	1.82618630662735	3.55516376497132	1.82111761470658e-07	1.12808118910991e-06	73.0636700777917	259.753312396384	"up"	"high"	"XP_027453370.1 (+1)"
202.3444471044	321.663416306267	526.662430736233	409.730796730525	296.760844178228	207.329176000607	283.542754090588	109.969746572001	125.571810332703	32.1631319913026	76.0051630853976	245.498643513983	25.7261918428232	59.1892927788844	57.3245218187721	108.107216099698	-1.68981904074161	-3.23197498848374	0.000107840339302143	0.000301862707084241	294.750451464856	91.1982464329455	"down"	"high"	"XP_027469914.1"
123.587626375142	111.715437998584	121.660622297732	40.8218874971372	22.3645853583592	22.3134539193478	52.703114143232	111.916113767965	146.950808420993	162.707608897178	216.014674032183	137.14062154919	204.89074217677	230.443646552456	247.400567849437	299.959458755499	1.43855131856059	2.71051661508697	0.00020551327904926	0.000539874155685731	75.8853551696874	205.688516029213	"up"	"high"	"XP_027450149.1"
264.138260291971	140.607361618907	203.301303050157	173.871002302621	108.382221352048	132.950996269447	161.27152927829	138.192070913487	109.676644467804	63.6956143357168	152.010326170795	104.971833778393	88.2040863182509	74.1839136162017	208.178526605014	266.461448133058	-0.314779003613283	-1.23921356884325	0.346872267398117	0.427361964805415	165.339343134616	133.422799178154	"down"	"no"	"XP_027459616.1"
